2021-06-28 10:42:55,139 INFO 1  - USBBootloaderHost: init logger
2021-06-28 10:42:55,155 INFO 1  - USBBootloaderHost: Received_data:005AA8FF0001030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:29,605 INFO 4  - USBBootloaderHost: OpenConnection retry....0
2021-06-28 10:44:29,612 INFO 4  - USBBootloaderHost: Received_data:005AA0FF0001030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:31,622 INFO 4  - USBBootloaderHost: Received_data:005AA7FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:31,651 INFO 4  - USBBootloaderHost: Received_data:005AA1FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:34,499 INFO 4  - USBBootloaderHost: Received_data:005AA2FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:34,591 INFO 4  - USBBootloaderHost: Received_data_from single read:005AA3FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:34,599 INFO 4  - USBBootloaderHost: Received_data:005AA2FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:34,684 INFO 4  - USBBootloaderHost: Received_data_from single read:005AA3FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:34,749 INFO 4  - USBBootloaderHost: Received_data:005AA2FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:34,839 INFO 4  - USBBootloaderHost: Received_data_from single read:005AA3FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:34,844 INFO 4  - USBBootloaderHost: Received_data:005AA2FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:34,948 INFO 4  - USBBootloaderHost: Received_data_from single read:005AA3FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:34,969 INFO 4  - USBBootloaderHost: Received_data:005AA2FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:35,030 INFO 4  - USBBootloaderHost: Received_data_from single read:005AA3FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:35,042 INFO 4  - USBBootloaderHost: Received_data:005AA2FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:35,158 INFO 4  - USBBootloaderHost: Received_data_from single read:005AA3FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:35,240 INFO 4  - USBBootloaderHost: Received_data:005AA2FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:35,304 INFO 4  - USBBootloaderHost: Received_data_from single read:005AA3FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021-06-28 10:44:35,317 INFO 4  - USBBootloaderHost: Received_data:005AA2FF0000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
